"SS","YEAR","NEAR.DIST.harvest","MEANAGE.565.harvest"
"CL:C-100-2:3-2",2006,725.379959,102.5066681
"CL:C-100-2:3-2",2007,725.379959,102.5066681
"CL:C-100-2:3-2",2008,725.379959,102.5066681
"CL:C-100-2:3-2",2009,725.379959,102.5066681
"CL:C-100-2:3-2",2010,725.379959,102.5066681
"CL:C-100-2:3-2",2011,725.379959,102.5066681
"CL:C-100-2:3-2",2012,725.379959,102.5066681
"CL:C-100-2:3-2",2014,725.379959,102.5066681
"CL:C-100-2:3-2",1993,725.379959,102.5066681
"CL:C-100-2:3-2",1994,725.379959,102.5066681
"CL:C-100-2:3-2",1995,725.379959,102.5066681
"CL:C-100-2:3-2",1996,725.379959,102.5066681
"CL:C-100-2:3-2",1997,725.379959,102.5066681
"CL:C-100-2:3-2",1998,725.379959,102.5066681
"CL:C-100-2:3-2",1999,725.379959,102.5066681
"CL:C-100-2:3-3",2000,533.5048058,18
"CL:C-100-2:3-3",2001,533.5048058,19
"CL:C-100-2:3-3",2002,533.5048058,20
"CL:C-100-2:3-3",2003,533.5048058,21
"CL:C-100-2:3-3",2005,533.5048058,23
"CL:C-100-2:3-3",2006,533.5048058,24
"CL:C-100-2:3-3",2007,533.5048058,25
"CL:C-100-2:3-3",2008,533.5048058,26
"CL:C-100-2:3-3",2009,533.5048058,27
"CL:C-100-2:3-3",2010,533.5048058,28
"CL:C-100-2:3-3",2011,533.5048058,29
"CL:C-100-2:3-3",2012,533.5048058,30
"CL:C-100-2:3-3",2014,533.5048058,32
"CL:C-100-2:3-3",1993,533.5048058,11
"CL:C-100-2:3-3",1994,533.5048058,12
"CL:C-100-2:3-3",1995,533.5048058,13
"CL:C-100-2:3-3",1996,533.5048058,14
"CL:C-100-2:3-3",1997,533.5048058,15
"CL:C-100-2:3-3",1998,533.5048058,16
"CL:C-100-2:3-3",1999,533.5048058,17
"CL:C-100-2:3-4",2000,351.956602,18
"CL:C-100-2:3-4",2001,351.956602,19
"CL:C-100-2:3-4",2002,351.956602,20
"CL:C-100-2:3-4",2003,351.956602,21
"CL:C-100-2:3-4",2005,351.956602,23
"CL:C-100-2:3-4",2006,351.956602,24
"CL:C-100-2:3-4",2007,351.956602,25
"CL:C-100-2:3-4",2008,351.956602,26
"CL:C-100-2:3-4",2009,351.956602,27
"CL:C-100-2:3-4",2010,351.956602,28
"CL:C-100-2:3-4",2011,351.956602,29
"CL:C-100-2:3-4",2012,351.956602,30
"CL:C-100-2:3-4",2014,351.956602,32
"CL:C-100-2:3-4",1993,351.956602,11
"CL:C-100-2:3-4",1994,351.956602,12
"CL:C-100-2:3-4",1995,351.956602,13
"CL:C-100-2:3-4",1996,351.956602,14
"CL:C-100-2:3-4",1997,351.956602,15
"CL:C-100-2:3-4",1998,351.956602,16
"CL:C-100-2:3-4",1999,351.956602,17
"CL:C-100-2:4-1",2000,912.2386014,102.5066681
"CL:C-100-2:4-1",2001,912.2386014,102.5066681
"CL:C-100-2:4-1",2002,912.2386014,102.5066681
"CL:C-100-2:4-1",2003,912.2386014,102.5066681
"CL:C-100-2:4-1",2005,912.2386014,102.5066681
"CL:C-100-2:4-1",2006,912.2386014,102.5066681
"CL:C-100-2:4-1",2007,912.2386014,102.5066681
"CL:C-100-2:4-1",2008,605.1560024,102.5066681
"CL:C-100-2:4-1",2009,605.1560024,102.5066681
"CL:C-100-2:4-1",2010,605.1560024,102.5066681
"CL:C-100-2:4-1",2011,605.1560024,102.5066681
"CL:C-100-2:4-1",2012,605.1560024,102.5066681
"CL:C-100-2:4-1",2014,605.1560024,102.5066681
"CL:C-100-2:4-1",1993,979.3970873,102.5066681
"CL:C-100-2:4-1",1994,979.3970873,102.5066681
"CL:C-100-2:4-1",1995,912.2386014,102.5066681
"CL:C-100-2:4-1",1996,912.2386014,102.5066681
"CL:C-100-2:4-1",1997,912.2386014,102.5066681
"CL:C-100-2:4-1",1998,912.2386014,102.5066681
"CL:C-100-2:4-1",1999,912.2386014,102.5066681
"CL:C-100-2:4-2",2000,798.6201452,102.5066681
"CL:C-100-2:4-2",2001,798.6201452,102.5066681
"CL:C-100-2:4-2",2002,798.6201452,102.5066681
"CL:C-100-2:4-2",2003,798.6201452,102.5066681
"CL:C-100-2:4-2",2005,798.6201452,102.5066681
"CL:C-100-2:4-2",2006,798.6201452,102.5066681
"CL:C-100-2:4-2",2007,798.6201452,102.5066681
"CL:C-100-2:4-2",2008,686.0038829,102.5066681
"CL:C-100-2:4-2",2009,686.0038829,102.5066681
"CL:C-100-2:4-2",2010,686.0038829,102.5066681
"CL:C-100-2:4-2",2011,686.0038829,102.5066681
"CL:C-100-2:4-2",2012,686.0038829,102.5066681
"CL:C-100-2:4-2",2014,686.0038829,102.5066681
"CL:C-100-2:4-2",1993,798.6201452,102.5066681
"CL:C-100-2:4-2",1994,798.6201452,102.5066681
"CL:C-100-2:4-2",1995,798.6201452,102.5066681
"CL:C-100-2:4-2",1996,798.6201452,102.5066681
"CL:C-100-2:4-2",1997,798.6201452,102.5066681
"CL:C-100-2:4-2",1998,798.6201452,102.5066681
"CL:C-100-2:4-2",1999,798.6201452,102.5066681
"CL:C-100-2:4-3",2000,617.7964371,102.5066681
"CL:C-100-2:4-3",2001,617.7964371,102.5066681
"CL:C-100-2:4-3",2002,617.7964371,102.5066681
"CL:C-100-2:4-3",2003,617.7964371,102.5066681
"CL:C-100-2:4-3",2005,617.7964371,102.5066681
"CL:C-100-2:4-3",2006,617.7964371,102.5066681
"CL:C-100-2:4-3",2007,617.7964371,102.5066681
"CL:C-100-2:4-3",2008,617.7964371,102.5066681
"CL:C-100-2:4-3",2009,617.7964371,102.5066681
"CL:C-100-2:4-3",2010,617.7964371,102.5066681
"CL:C-100-2:4-3",2011,617.7964371,102.5066681
"CL:C-100-2:4-3",2012,617.7964371,102.5066681
"CL:C-100-2:4-3",2014,617.7964371,102.5066681
"CL:C-100-2:4-3",1993,617.7964371,102.5066681
"CL:C-100-2:4-3",1994,617.7964371,102.5066681
"CL:C-100-2:4-3",1995,617.7964371,102.5066681
"CL:C-100-2:4-3",1996,617.7964371,102.5066681
"CL:C-100-2:4-3",1997,617.7964371,102.5066681
"CL:C-100-2:4-3",1998,617.7964371,102.5066681
"CL:C-100-2:4-3",1999,617.7964371,102.5066681
"CL:C-100-2:4-4",2000,428.1719103,18
"CL:C-100-2:4-4",2001,428.1719103,19
"CL:C-100-2:4-4",2002,428.1719103,20
"CL:C-100-2:4-4",2003,428.1719103,21
"CL:C-100-2:4-4",2005,428.1719103,23
"CL:C-100-2:4-4",2006,428.1719103,24
"CL:C-100-2:4-4",2007,428.1719103,25
"CL:C-100-2:4-4",2008,428.1719103,26
"CL:C-100-2:4-4",2009,428.1719103,27
"CL:C-100-2:4-4",2010,428.1719103,28
"CL:C-100-2:4-4",2011,428.1719103,29
"CL:C-100-2:4-4",2012,428.1719103,30
"CL:C-100-2:4-4",2014,428.1719103,32
"CL:C-100-2:4-4",1993,428.1719103,11
"CL:C-100-2:4-4",1994,428.1719103,12
"CL:C-100-2:4-4",1995,428.1719103,13
"CL:C-100-2:4-4",1996,428.1719103,14
"CL:C-100-2:4-4",1997,428.1719103,15
"CL:C-100-2:4-4",1998,428.1719103,16
"CL:C-100-2:4-4",1999,428.1719103,17
"CL:C-100-2:5-1",2000,918.8639126,102.5066681
"CL:C-100-2:5-1",2001,918.8639126,102.5066681
"CL:C-100-2:5-1",2002,918.8639126,102.5066681
"CL:C-100-2:5-1",2003,918.8639126,102.5066681
"CL:C-100-2:5-1",2005,904.2878079,102.5066681
"CL:C-100-2:5-1",2006,904.2878079,102.5066681
"CL:C-100-2:5-1",2007,904.2878079,102.5066681
"CL:C-100-2:5-1",2008,406.7566481,1
"CL:C-100-2:5-1",2009,406.7566481,2
"CL:C-100-2:5-1",2010,406.7566481,3
"CL:C-100-2:5-1",2011,406.7566481,4
"CL:C-100-2:5-1",2012,406.7566481,5
"CL:C-100-2:5-1",2014,406.7566481,7
"CL:C-100-2:5-1",1993,918.8639126,102.5066681
"CL:C-100-2:5-1",1994,918.8639126,102.5066681
"CL:C-100-2:5-1",1995,918.8639126,102.5066681
"CL:C-100-2:5-1",1996,918.8639126,102.5066681
"CL:C-100-2:5-1",1997,918.8639126,102.5066681
"CL:C-100-2:5-1",1998,918.8639126,102.5066681
"CL:C-100-2:5-1",1999,918.8639126,102.5066681
"CL:C-100-2:5-2",2000,775.042473,102.5066681
"CL:C-100-2:5-2",2001,775.042473,102.5066681
"CL:C-100-2:5-2",2002,775.042473,102.5066681
"CL:C-100-2:5-2",2003,775.042473,102.5066681
"CL:C-100-2:5-2",2005,775.042473,102.5066681
"CL:C-100-2:5-2",2006,775.042473,102.5066681
"CL:C-100-2:5-2",2007,775.042473,102.5066681
"CL:C-100-2:5-2",2008,522.5724004,1
"CL:C-100-2:5-2",2009,522.5724004,2
"CL:C-100-2:5-2",2010,522.5724004,3
"CL:C-100-2:5-2",2011,522.5724004,4
"CL:C-100-2:5-2",2012,522.5724004,5
"CL:C-100-2:5-2",2014,522.5724004,7
"CL:C-100-2:5-2",1993,775.042473,102.5066681
"CL:C-100-2:5-2",1994,775.042473,102.5066681
"CL:C-100-2:5-2",1995,775.042473,102.5066681
"CL:C-100-2:5-2",1996,775.042473,102.5066681
"CL:C-100-2:5-2",1997,775.042473,102.5066681
"CL:C-100-2:5-2",1998,775.042473,102.5066681
"CL:C-100-2:5-2",1999,775.042473,102.5066681
"CL:C-100-2:5-3",2000,606.5914232,102.5066681
"CL:C-100-2:5-3",2001,606.5914232,102.5066681
"CL:C-100-2:5-3",2002,606.5914232,102.5066681
"CL:C-100-2:5-3",2003,606.5914232,102.5066681
"CL:C-100-2:5-3",2005,606.5914232,102.5066681
"CL:C-100-2:5-3",2006,606.5914232,102.5066681
"CL:C-100-2:5-3",2007,606.5914232,102.5066681
"CL:C-100-2:5-3",2008,606.5914232,102.5066681
"CL:C-100-2:5-3",2009,606.5914232,102.5066681
"CL:C-100-2:5-3",2010,606.5914232,102.5066681
"CL:C-100-2:5-3",2011,606.5914232,102.5066681
"CL:C-100-2:5-3",2012,606.5914232,102.5066681
"CL:C-100-2:5-3",2014,606.5914232,102.5066681
"CL:C-100-2:5-3",1993,606.5914232,102.5066681
"CL:C-100-2:5-3",1994,606.5914232,102.5066681
"CL:C-100-2:5-3",1995,606.5914232,102.5066681
"CL:C-100-2:5-3",1996,606.5914232,102.5066681
"CL:C-100-2:5-3",1997,606.5914232,102.5066681
"CL:C-100-2:5-3",1998,606.5914232,102.5066681
"CL:C-100-2:5-3",1999,606.5914232,102.5066681
"CL:C-100-2:5-4",2000,437.1323831,18
"CL:C-100-2:5-4",2001,437.1323831,19
"CL:C-100-2:5-4",2002,437.1323831,20
"CL:C-100-2:5-4",2003,437.1323831,21
"CL:C-100-2:5-4",2005,437.1323831,23
"CL:C-100-2:5-4",2006,437.1323831,24
"CL:C-100-2:5-4",2007,437.1323831,25
"CL:C-100-2:5-4",2008,437.1323831,26
"CL:C-100-2:5-4",2009,437.1323831,27
"CL:C-100-2:5-4",2010,437.1323831,28
"CL:C-100-2:5-4",2011,437.1323831,29
"CL:C-100-2:5-4",2012,437.1323831,30
"CL:C-100-2:5-4",2014,437.1323831,32
"CL:C-100-2:5-4",1993,437.1323831,11
"CL:C-100-2:5-4",1994,437.1323831,12
"CL:C-100-2:5-4",1995,437.1323831,13
"CL:C-100-2:5-4",1996,437.1323831,14
"CL:C-100-2:5-4",1997,437.1323831,15
"CL:C-100-2:5-4",1998,437.1323831,16
"CL:C-100-2:5-4",1999,437.1323831,17
"CL:C-100-3:1-1",2000,811.8331605,102.5066681
"CL:C-100-3:1-1",2001,811.8331605,102.5066681
"CL:C-100-3:1-1",2002,811.8331605,102.5066681
"CL:C-100-3:1-1",2003,811.8331605,102.5066681
"CL:C-100-3:1-1",2005,811.8331605,102.5066681
"CL:C-100-3:1-1",2006,811.8331605,102.5066681
"CL:C-100-3:1-1",2007,811.8331605,102.5066681
"CL:C-100-3:1-1",2008,811.8331605,102.5066681
"CL:C-100-3:1-1",2009,811.8331605,102.5066681
"CL:C-100-3:1-1",2010,811.8331605,102.5066681
"CL:C-100-3:1-1",2011,811.8331605,102.5066681
"CL:C-100-3:1-1",2012,811.8331605,102.5066681
"CL:C-100-3:1-1",2014,6.777159727,1
"CL:C-100-3:1-1",1993,1000,102.5066681
"CL:C-100-3:1-1",1994,1000,102.5066681
"CL:C-100-3:1-1",1995,811.8331605,102.5066681
"CL:C-100-3:1-1",1996,811.8331605,102.5066681
"CL:C-100-3:1-1",1997,811.8331605,102.5066681
"CL:C-100-3:1-1",1998,811.8331605,102.5066681
"CL:C-100-3:1-1",1999,811.8331605,102.5066681
"CL:C-100-3:1-2",2000,614.6468469,102.5066681
"CL:C-100-3:1-2",2001,614.6468469,102.5066681
"CL:C-100-3:1-2",2002,614.6468469,102.5066681
"CL:C-100-3:1-2",2003,614.6468469,102.5066681
"CL:C-100-3:1-2",2005,614.6468469,102.5066681
"CL:C-100-3:1-2",2006,614.6468469,102.5066681
"CL:C-100-3:1-2",2007,614.6468469,102.5066681
"CL:C-100-3:1-2",2008,614.6468469,102.5066681
"CL:C-100-3:1-2",2009,614.6468469,102.5066681
"CL:C-100-3:1-2",2010,614.6468469,102.5066681
"CL:C-100-3:1-2",2011,614.6468469,102.5066681
"CL:C-100-3:1-2",2012,614.6468469,102.5066681
"CL:C-100-3:1-2",2014,81.59413399,1
"CL:C-100-3:1-2",1993,1000,102.5066681
"CL:C-100-3:1-2",1994,1000,102.5066681
"CL:C-100-3:1-2",1995,614.6468469,102.5066681
"CL:C-100-3:1-2",1996,614.6468469,102.5066681
"CL:C-100-3:1-2",1997,614.6468469,102.5066681
"CL:C-100-3:1-2",1998,614.6468469,102.5066681
"CL:C-100-3:1-2",1999,614.6468469,102.5066681
"CL:C-100-3:1-3",2000,418.2193859,6
"CL:C-100-3:1-3",2001,418.2193859,7
"CL:C-100-3:1-3",2002,418.2193859,8
"CL:C-100-3:1-3",2003,418.2193859,9
"CL:C-100-3:1-3",2005,418.2193859,11
"CL:C-100-3:1-3",2006,418.2193859,12
"CL:C-100-3:1-3",2007,418.2193859,13
"CL:C-100-3:1-3",2008,418.2193859,14
"CL:C-100-3:1-3",2009,418.2193859,15
"CL:C-100-3:1-3",2010,418.2193859,16
"CL:C-100-3:1-3",2011,418.2193859,17
"CL:C-100-3:1-3",2012,418.2193859,18
"CL:C-100-3:1-3",2014,148.596043,5.051536112
"CL:C-100-3:1-3",1993,1000,102.5066681
"CL:C-100-3:1-3",1994,1000,102.5066681
"CL:C-100-3:1-3",1995,418.2193859,1
"CL:C-100-3:1-3",1996,418.2193859,2
"CL:C-100-3:1-3",1997,418.2193859,3
"CL:C-100-3:1-3",1998,418.2193859,4
"CL:C-100-3:1-3",1999,418.2193859,5
"CL:C-100-3:1-4",2000,225.9256637,6
"CL:C-100-3:1-4",2001,225.9256637,7
"CL:C-100-3:1-4",2002,225.9256637,8
"CL:C-100-3:1-4",2003,225.9256637,9
"CL:C-100-3:1-4",2005,225.9256637,11
"CL:C-100-3:1-4",2006,225.9256637,12
"CL:C-100-3:1-4",2007,225.9256637,13
"CL:C-100-3:1-4",2008,225.9256637,14
"CL:C-100-3:1-4",2009,225.9256637,15
"CL:C-100-3:1-4",2010,225.9256637,16
"CL:C-100-3:1-4",2011,225.9256637,17
"CL:C-100-3:1-4",2012,225.9256637,18
"CL:C-100-3:1-4",2014,120.8164594,10.88254337
"CL:C-100-3:1-4",1993,1000,102.5066681
"CL:C-100-3:1-4",1994,1000,102.5066681
"CL:C-100-3:1-4",1995,225.9256637,1
"CL:C-100-3:1-4",1996,225.9256637,2
"CL:C-100-3:1-4",1997,225.9256637,3
"CL:C-100-3:1-4",1998,225.9256637,4
"CL:C-100-3:1-4",1999,225.9256637,5
"CL:C-100-3:2-1",2000,802.1432101,102.5066681
"CL:C-100-3:2-1",2001,802.1432101,102.5066681
"CL:C-100-3:2-1",2002,802.1432101,102.5066681
"CL:C-100-3:2-1",2003,802.1432101,102.5066681
"CL:C-100-3:2-1",2005,802.1432101,102.5066681
"CL:C-100-3:2-1",2006,802.1432101,102.5066681
"CL:C-100-3:2-1",2007,802.1432101,102.5066681
"CL:C-100-3:2-1",2008,802.1432101,102.5066681
"CL:C-100-3:2-1",2009,802.1432101,102.5066681
"CL:C-100-3:2-1",2010,802.1432101,102.5066681
"CL:C-100-3:2-1",2011,802.1432101,102.5066681
"CL:C-100-3:2-1",2012,802.1432101,102.5066681
"CL:C-100-3:2-1",2014,192.1774497,1
"CL:C-100-3:2-1",1993,1000,102.5066681
"CL:C-100-3:2-1",1994,1000,102.5066681
"CL:C-100-3:2-1",1995,802.1432101,102.5066681
"CL:C-100-3:2-1",1996,802.1432101,102.5066681
"CL:C-100-3:2-1",1997,802.1432101,102.5066681
"CL:C-100-3:2-1",1998,802.1432101,102.5066681
"CL:C-100-3:2-1",1999,802.1432101,102.5066681
"CL:C-100-3:2-2",2000,669.6008824,102.5066681
"CL:C-100-3:2-2",2001,669.6008824,102.5066681
"CL:C-100-3:2-2",2002,669.6008824,102.5066681
"CL:C-100-3:2-2",2003,669.6008824,102.5066681
"CL:C-100-3:2-2",2005,669.6008824,102.5066681
"CL:C-100-3:2-2",2006,669.6008824,102.5066681
"CL:C-100-3:2-2",2007,669.6008824,102.5066681
"CL:C-100-3:2-2",2008,669.6008824,102.5066681
"CL:C-100-3:2-2",2009,669.6008824,102.5066681
"CL:C-100-3:2-2",2010,669.6008824,102.5066681
"CL:C-100-3:2-2",2011,669.6008824,102.5066681
"CL:C-100-3:2-2",2012,669.6008824,102.5066681
"CL:C-100-3:2-2",2014,227.0462347,1
"CL:C-100-3:2-2",1993,1000,102.5066681
"CL:C-100-3:2-2",1994,1000,102.5066681
"CL:C-100-3:2-2",1995,669.6008824,102.5066681
"CL:C-100-3:2-2",1996,669.6008824,102.5066681
"CL:C-100-3:2-2",1997,669.6008824,102.5066681
"CL:C-100-3:2-2",1998,669.6008824,102.5066681
"CL:C-100-3:2-2",1999,669.6008824,102.5066681
"CL:C-100-3:2-3",2000,486.3418105,6
"CL:C-100-3:2-3",2001,486.3418105,7
"CL:C-100-3:2-3",2002,486.3418105,8
"CL:C-100-3:2-3",2003,486.3418105,9
"CL:C-100-3:2-3",2005,486.3418105,11
"CL:C-100-3:2-3",2006,486.3418105,12
"CL:C-100-3:2-3",2007,486.3418105,13
"CL:C-100-3:2-3",2008,486.3418105,14
"CL:C-100-3:2-3",2009,486.3418105,15
"CL:C-100-3:2-3",2010,486.3418105,16
"CL:C-100-3:2-3",2011,486.3418105,17
"CL:C-100-3:2-3",2012,486.3418105,18
"CL:C-100-3:2-3",2014,348.6301884,6.369128099
"CL:C-100-3:2-3",1993,1000,102.5066681
"CL:C-100-3:2-3",1994,1000,102.5066681
"CL:C-100-3:2-3",1995,486.3418105,1
"CL:C-100-3:2-3",1996,486.3418105,2
"CL:C-100-3:2-3",1997,486.3418105,3
"CL:C-100-3:2-3",1998,486.3418105,4
"CL:C-100-3:2-3",1999,486.3418105,5
"CL:C-100-3:2-4",2000,297.5738317,6
"CL:C-100-3:2-4",2001,297.5738317,7
"CL:C-100-3:2-4",2002,297.5738317,8
"CL:C-100-3:2-4",2003,297.5738317,9
"CL:C-100-3:2-4",2005,297.5738317,11
"CL:C-100-3:2-4",2006,297.5738317,12
"CL:C-100-3:2-4",2007,297.5738317,13
"CL:C-100-3:2-4",2008,297.5738317,14
"CL:C-100-3:2-4",2009,297.5738317,15
"CL:C-100-3:2-4",2010,297.5738317,16
"CL:C-100-3:2-4",2011,297.5738317,17
"CL:C-100-3:2-4",2012,297.5738317,18
"CL:C-100-3:2-4",2014,297.5738317,15.33167056
"CL:C-100-3:2-4",1993,1000,102.5066681
"CL:C-100-3:2-4",1994,1000,102.5066681
"CL:C-100-3:2-4",1995,297.5738317,1
"CL:C-100-3:2-4",1996,297.5738317,2
"CL:C-100-3:2-4",1997,297.5738317,3
"CL:C-100-3:2-4",1998,297.5738317,4
"CL:C-100-3:2-4",1999,297.5738317,5
"CL:C-100-3:3-1",2000,659.1818606,102.5066681
"CL:C-100-3:3-1",2001,659.1818606,102.5066681
"CL:C-100-3:3-1",2002,659.1818606,102.5066681
"CL:C-100-3:3-1",2003,659.1818606,102.5066681
"CL:C-100-3:3-1",2005,659.1818606,102.5066681
"CL:C-100-3:3-1",2006,659.1818606,102.5066681
"CL:C-100-3:3-1",2007,659.1818606,102.5066681
"CL:C-100-3:3-1",2008,659.1818606,102.5066681
"CL:C-100-3:3-1",2009,659.1818606,102.5066681
"CL:C-100-3:3-1",2010,659.1818606,102.5066681
"CL:C-100-3:3-1",2011,659.1818606,102.5066681
"CL:C-100-3:3-1",2012,659.1818606,102.5066681
"CL:C-100-3:3-1",2014,353.6421329,1
"CL:C-100-3:3-1",1993,1000,102.5066681
"CL:C-100-3:3-1",1994,1000,102.5066681
"CL:C-100-3:3-1",1995,659.1818606,102.5066681
"CL:C-100-3:3-1",1996,659.1818606,102.5066681
"CL:C-100-3:3-1",1997,659.1818606,102.5066681
"CL:C-100-3:3-1",1998,659.1818606,102.5066681
"CL:C-100-3:3-1",1999,659.1818606,102.5066681
"CL:C-100-3:3-2",2000,721.8018923,102.5066681
"CL:C-100-3:3-2",2001,721.8018923,102.5066681
"CL:C-100-3:3-2",2002,721.8018923,102.5066681
"CL:C-100-3:3-2",2003,721.8018923,102.5066681
"CL:C-100-3:3-2",2005,721.8018923,102.5066681
"CL:C-100-3:3-2",2006,721.8018923,102.5066681
"CL:C-100-3:3-2",2007,721.8018923,102.5066681
"CL:C-100-3:3-2",2008,721.8018923,102.5066681
"CL:C-100-3:3-2",2009,721.8018923,102.5066681
"CL:C-100-3:3-2",2010,721.8018923,102.5066681
"CL:C-100-3:3-2",2011,721.8018923,102.5066681
"CL:C-100-3:3-2",2012,721.8018923,102.5066681
"CL:C-100-3:3-2",2014,406.4940618,1
"CL:C-100-3:3-2",1993,1000,102.5066681
"CL:C-100-3:3-2",1994,1000,102.5066681
"CL:C-100-3:3-2",1995,721.8018923,102.5066681
"CL:C-100-3:3-2",1996,721.8018923,102.5066681
"CL:C-100-3:3-2",1997,721.8018923,102.5066681
"CL:C-100-3:3-2",1998,721.8018923,102.5066681
"CL:C-100-3:3-2",1999,721.8018923,102.5066681
"CL:C-100-3:3-3",2000,529.0152197,6
"CL:C-100-3:3-3",2001,529.0152197,7
"CL:C-100-3:3-3",2002,529.0152197,8
"CL:C-100-3:3-3",2003,529.0152197,9
"CL:C-100-3:3-3",2005,529.0152197,11
"CL:C-100-3:3-3",2006,529.0152197,12
"CL:C-100-3:3-3",2007,529.0152197,13
"CL:C-100-3:3-3",2008,529.0152197,14
"CL:C-100-3:3-3",2009,529.0152197,15
"CL:C-100-3:3-3",2010,529.0152197,16
"CL:C-100-3:3-3",2011,529.0152197,17
"CL:C-100-3:3-3",2012,529.0152197,18
"CL:C-100-3:3-3",2014,500.9508107,10.04283148
"CL:C-100-3:3-3",1993,1000,102.5066681
"CL:C-100-3:3-3",1994,1000,102.5066681
"CL:C-100-3:3-3",1995,529.0152197,1
"CL:C-100-3:3-3",1996,529.0152197,2
"CL:C-100-3:3-3",1997,529.0152197,3
"CL:C-100-3:3-3",1998,529.0152197,4
"CL:C-100-3:3-3",1999,529.0152197,5
"CL:C-100-3:3-4",2000,344.5582192,6
"CL:C-100-3:3-4",2001,344.5582192,7
"CL:C-100-3:3-4",2002,344.5582192,8
"CL:C-100-3:3-4",2003,344.5582192,9
"CL:C-100-3:3-4",2005,344.5582192,11
"CL:C-100-3:3-4",2006,344.5582192,12
"CL:C-100-3:3-4",2007,344.5582192,13
"CL:C-100-3:3-4",2008,344.5582192,14
"CL:C-100-3:3-4",2009,344.5582192,15
"CL:C-100-3:3-4",2010,344.5582192,16
"CL:C-100-3:3-4",2011,344.5582192,17
"CL:C-100-3:3-4",2012,344.5582192,18
"CL:C-100-3:3-4",2014,344.5582192,19.85377129
"CL:C-100-3:3-4",1993,1000,102.5066681
"CL:C-100-3:3-4",1994,1000,102.5066681
"CL:C-100-3:3-4",1995,344.5582192,1
"CL:C-100-3:3-4",1996,344.5582192,2
"CL:C-100-3:3-4",1997,344.5582192,3
"CL:C-100-3:3-4",1998,344.5582192,4
"CL:C-100-3:3-4",1999,344.5582192,5
"CL:C-100-3:4-1",2000,552.8185101,6
"CL:C-100-3:4-1",2001,552.8185101,7
"CL:C-100-3:4-1",2002,552.8185101,8
"CL:C-100-3:4-1",2003,552.8185101,9
"CL:C-100-3:4-1",2005,552.8185101,11
"CL:C-100-3:4-1",2006,552.8185101,12
"CL:C-100-3:4-1",2007,552.8185101,13
"CL:C-100-3:4-1",2008,552.8185101,14
"CL:C-100-3:4-1",2009,552.8185101,15
"CL:C-100-3:4-1",2010,552.8185101,16
"CL:C-100-3:4-1",2011,552.8185101,17
"CL:C-100-3:4-1",2012,552.8185101,18
"CL:C-100-3:4-1",2014,200.7293124,1.11765648
"CL:C-100-3:4-1",1993,1000,102.5066681
"CL:C-100-3:4-1",1994,1000,102.5066681
"CL:C-100-3:4-1",1995,552.8185101,1
"CL:C-100-3:4-1",1996,552.8185101,2
"CL:C-100-3:4-1",1997,552.8185101,3
"CL:C-100-3:4-1",1998,552.8185101,4
"CL:C-100-3:4-1",1999,552.8185101,5
"CL:C-100-3:4-2",2000,703.7223058,102.5066681
"CL:C-100-3:4-2",2001,703.7223058,102.5066681
"CL:C-100-3:4-2",2002,703.7223058,102.5066681
"CL:C-100-3:4-2",2003,703.7223058,102.5066681
"CL:C-100-3:4-2",2005,703.7223058,102.5066681
"CL:C-100-3:4-2",2006,703.7223058,102.5066681
"CL:C-100-3:4-2",2007,703.7223058,102.5066681
"CL:C-100-3:4-2",2008,703.7223058,102.5066681
"CL:C-100-3:4-2",2009,703.7223058,102.5066681
"CL:C-100-3:4-2",2010,703.7223058,102.5066681
"CL:C-100-3:4-2",2011,703.7223058,102.5066681
"CL:C-100-3:4-2",2012,703.7223058,102.5066681
"CL:C-100-3:4-2",2014,377.4277325,1
"CL:C-100-3:4-2",1993,1000,102.5066681
"CL:C-100-3:4-2",1994,1000,102.5066681
"CL:C-100-3:4-2",1995,703.7223058,102.5066681
"CL:C-100-3:4-2",1996,703.7223058,102.5066681
"CL:C-100-3:4-2",1997,703.7223058,102.5066681
"CL:C-100-3:4-2",1998,703.7223058,102.5066681
"CL:C-100-3:4-2",1999,703.7223058,102.5066681
"CL:C-100-3:4-3",2000,581.836327,102.5066681
"CL:C-100-3:4-3",2001,581.836327,102.5066681
"CL:C-100-3:4-3",2002,581.836327,102.5066681
"CL:C-100-3:4-3",2003,581.836327,102.5066681
"CL:C-100-3:4-3",2005,581.836327,102.5066681
"CL:C-100-3:4-3",2006,581.836327,102.5066681
"CL:C-100-3:4-3",2007,581.836327,102.5066681
"CL:C-100-3:4-3",2008,581.836327,102.5066681
"CL:C-100-3:4-3",2009,581.836327,102.5066681
"CL:C-100-3:4-3",2010,581.836327,102.5066681
"CL:C-100-3:4-3",2011,581.836327,102.5066681
"CL:C-100-3:4-3",2012,581.836327,102.5066681
"CL:C-100-3:4-3",2014,525.5180594,1
"CL:C-100-3:4-3",1993,1000,102.5066681
"CL:C-100-3:4-3",1994,1000,102.5066681
"CL:C-100-3:4-3",1995,581.836327,102.5066681
"CL:C-100-3:4-3",1996,581.836327,102.5066681
"CL:C-100-3:4-3",1997,581.836327,102.5066681
"CL:C-100-3:4-3",1998,581.836327,102.5066681
"CL:C-100-3:4-3",1999,581.836327,102.5066681
"CL:C-100-3:4-4",2000,388.8291199,6
"CL:C-100-3:4-4",2001,388.8291199,7
